date_id,date_complete,jour,mois,trimestre,annee,jour_semaine,est_weekend,saison
20220101,2022-01-01,1,1,1,2022,Samedi,1,Hiver
20220102,2022-01-02,2,1,1,2022,Dimanche,1,Hiver
20220103,2022-01-03,3,1,1,2022,Lundi,0,Hiver
20220104,2022-01-04,4,1,1,2022,Mardi,0,
20220105,2022-01-05,5,1,1,2022,Mercredi,0,Hiver
20220106,2022-01-06,6,1,1,2022,Jeudi,0,Hiver
20220107,2022-01-07,7,1,1,2022,Vendredi,0,Hiver
20220108,2022-01-08,8,1,1,2022,Samedi,1,Hiver
20220109,2022-01-09,9,1,1,2022,Dimanche,1,Hiver
20220110,2022-01-10,10,1,1,2022,Lundi,0,Hiver
20220111,2022-01-11,11,1,1,2022,Mardi,0,Hiver
20220112,2022-01-12,12,1,1,2022,Mercredi,0,Hiver
20220113,2022-01-13,13,1,1,2022,Jeudi,0,Hiver
20220114,2022-01-14,14,1,1,2022,Vendredi,0,Hiver
20220115,2022-01-15,15,1,1,2022,Samedi,1,Hiver
20220116,2022-01-16,16,1,1,2022,Dimanche,1,Hiver
20220117,2022-01-17,17,1,1,2022,Lundi,0,Hiver
20220118,2022-01-18,18,1,1,2022,Mardi,0,Hiver
20220119,2022-01-19,19,1,1,2022,Mercredi,0,Hiver
20220120,2022-01-20,20,1,1,2022,Jeudi,0,Hiver
20220121,2022-01-21,21,1,1,2022,Vendredi,0,Hiver
20220122,2022-01-22,22,1,1,2022,Samedi,1,Hiver
20220123,2022-01-23,23,1,1,2022,Dimanche,1,
20220124,2022-01-24,24,1,1,2022,Lundi,0,Hiver
20220125,2022-01-25,25,1,1,2022,Mardi,0,Hiver
20220126,2022-01-26,26,1,1,2022,Mercredi,0,Hiver
20220127,2022-01-27,27,1,1,2022,Jeudi,0,Hiver
20220128,2022-01-28,28,1,1,2022,Vendredi,0,Hiver
20220129,2022-01-29,29,1,1,2022,Samedi,1,Hiver
20220130,2022-01-30,30,1,1,2022,Dimanche,1,Hiver
20220131,2022-01-31,31,1,1,2022,Lundi,0,Hiver
20220201,2022-02-01,1,2,1,2022,Mardi,0,Hiver
20220202,2022-02-02,2,2,1,2022,Mercredi,0,Hiver
20220203,2022-02-03,3,2,1,2022,Jeudi,0,Hiver
20220204,2022-02-04,4,2,1,2022,Vendredi,0,Hiver
20220205,2022-02-05,5,2,1,2022,Samedi,1,Hiver
20220206,2022-02-06,6,2,1,2022,Dimanche,1,Hiver
20220207,2022-02-07,7,2,1,2022,Lundi,0,Hiver
20220208,2022-02-08,8,2,1,2022,Mardi,0,Hiver
20220209,2022-02-09,9,2,1,2022,Mercredi,0,Hiver
20220210,2022-02-10,10,2,1,2022,Jeudi,0,Hiver
20220211,02-11-2022,11,2,1,2022,Vendredi,0,Hiver
20220212,2022-02-12,12,2,1,2022,Samedi,1,Hiver
20220213,2022-02-13,13,2,1,2022,Dimanche,1,Hiver
20220214,2022-02-14,14,2,1,2022,Lundi,0,Hiver
20220215,2022-02-15,15,2,1,2022,Mardi,0,Hiver
20220216,2022-02-16,16,2,1,2022,Mercredi,0,Hiver
20220217,2022-02-17,17,2,1,2022,Jeudi,0,Hiver
20220218,2022-02-18,18,2,1,2022,Vendredi,0,Hiver
20220219,2022-02-19,19,2,1,2022,Samedi,1,Hiver
20220220,2022-02-20,20,2,1,2022,Dimanche,1,Hiver
20220221,2022-02-21,21,2,1,2022,Lundi,0,Hiver
20220222,2022-02-22,22,2,1,2022,Mardi,0,Hiver
20220223,2022-02-23,23,2,1,2022,Mercredi,0,Hiver
20220224,24/02/2022,24,2,1,2022,Jeudi,0,Hiver
20220225,2022-02-25,25,2,1,2022,Vendredi,0,Hiver
20220226,2022-02-26,26,2,1,2022,Samedi,1,Hiver
20220227,2022-02-27,27,2,1,2022,Dimanche,1,Hiver
20220228,2022-02-28,28,2,1,2022,Lundi,0,Hiver
20220301,2022-03-01,1,3,1,2022,Mardi,0,Printemps
20220302,2022-03-02,2,3,1,2022,Mercredi,0,Printemps
20220303,2022-03-03,3,3,1,2022,Jeudi,0,Printemps
20220304,03-04-2022,4,3,1,2022,Vendredi,0,Printemps
20220305,2022-03-05,5,3,1,2022,Samedi,1,Printemps
20220306,2022-03-06,6,3,1,2022,Dimanche,1,Printemps
20220307,2022-03-07,7,3,1,2022,Lundi,0,Printemps
20220308,2022-03-08,8,3,1,2022,Mardi,0,Printemps
20220309,2022-03-09,9,3,1,2022,Mercredi,0,Printemps
20220310,2022-03-10,10,3,1,2022,Jeudi,0,Printemps
20220311,2022-03-11,11,3,1,2022,Vendredi,0,Printemps
20220312,2022-03-12,12,3,1,2022,Samedi,1,Printemps
20220313,2022-03-13,13,3,1,2022,Dimanche,1,Printemps
20220314,2022-03-14,14,3,1,2022,Lundi,0,Printemps
20220315,2022-03-15,15,3,1,2022,Mardi,0,Printemps
20220316,2022-03-16,16,3,1,2022,Mercredi,0,Printemps
20220317,2022-03-17,17,3,1,2022,Jeudi,0,
20220318,2022-03-18,18,3,1,2022,Vendredi,0,Printemps
20220319,2022-03-19,19,3,1,2022,Samedi,1,Printemps
20220320,2022-03-20,20,3,1,2022,Dimanche,1,Printemps
20220321,2022-03-21,21,3,1,2022,Lundi,0,Printemps
20220322,2022-03-22,22,3,1,2022,Mardi,0,Printemps
20220323,2022-03-23,23,3,1,2022,Mercredi,0,Printemps
20220324,24/03/2022,24,3,1,2022,Jeudi,0,Printemps
20220325,2022-03-25,25,3,1,2022,Vendredi,0,Printemps
20220326,2022-03-26,26,3,1,2022,Samedi,1,Printemps
20220327,2022-03-27,27,3,1,2022,Dimanche,1,
20220328,2022-03-28,28,3,1,2022,Lundi,0,Printemps
20220329,2022-03-29,29,3,1,2022,Mardi,0,
20220330,2022-03-30,30,3,1,2022,Mercredi,0,Printemps
20220331,2022-03-31,31,3,1,2022,Jeudi,0,Printemps
20220401,2022-04-01,1,4,2,2022,Vendredi,0,Printemps
20220402,2022-04-02,2,4,2,2022,Samedi,1,Printemps
20220403,2022-04-03,3,4,2,2022,Dimanche,1,Printemps
20220404,2022-04-04,4,4,2,2022,Lundi,0,Printemps
20220405,2022-04-05,5,4,2,2022,Mardi,0,Printemps
20220406,2022-04-06,6,4,2,2022,Mercredi,0,
20220407,2022-04-07,7,4,2,2022,Jeudi,0,Printemps
20220408,2022-04-08,8,4,2,2022,Vendredi,0,Printemps
20220409,2022-04-09,9,4,2,2022,Samedi,1,Printemps
20220410,2022-04-10,10,4,2,2022,Dimanche,1,Printemps
20220411,2022-04-11,11,4,2,2022,Lundi,0,Printemps
20220412,2022-04-12,12,4,2,2022,Mardi,0,Printemps
20220413,2022-04-13,13,4,2,2022,Mercredi,0,Printemps
20220414,2022-04-14,14,4,2,2022,Jeudi,0,Printemps
20220415,15/04/2022,15,4,2,2022,Vendredi,0,Printemps
20220416,2022-04-16,16,4,2,2022,Samedi,1,Printemps
20220417,2022-04-17,17,4,2,2022,Dimanche,1,Printemps
20220418,18/04/2022,18,4,2,2022,Lundi,0,Printemps
20220419,2022-04-19,19,4,2,2022,Mardi,0,Printemps
20220420,20/04/2022,20,4,2,2022,Mercredi,0,Printemps
20220421,2022-04-21,21,4,2,2022,Jeudi,0,Printemps
20220422,2022-04-22,22,4,2,2022,Vendredi,0,Printemps
20220423,2022-04-23,23,4,2,2022,Samedi,1,Printemps
20220424,2022-04-24,24,4,2,2022,Dimanche,1,Printemps
20220425,2022-04-25,25,4,2,2022,Lundi,0,Printemps
20220426,2022-04-26,26,4,2,2022,Mardi,0,Printemps
20220427,2022-04-27,27,4,2,2022,Mercredi,0,Printemps
20220428,2022-04-28,28,4,2,2022,Jeudi,0,Printemps
20220429,2022-04-29,29,4,2,2022,Vendredi,0,Printemps
20220430,2022-04-30,30,4,2,2022,Samedi,1,Printemps
20220501,2022-05-01,1,5,2,2022,Dimanche,1,Printemps
20220502,2022-05-02,2,5,2,2022,Lundi,0,Printemps
20220503,2022-05-03,3,5,2,2022,Mardi,0,Printemps
20220504,2022-05-04,4,5,2,2022,Mercredi,0,Printemps
20220505,2022-05-05,5,5,2,2022,Jeudi,0,Printemps
20220506,2022-05-06,6,5,2,2022,Vendredi,0,
20220507,2022-05-07,7,5,2,2022,Samedi,1,Printemps
20220508,2022-05-08,8,5,2,2022,Dimanche,1,Printemps
20220509,2022-05-09,9,5,2,2022,Lundi,0,Printemps
20220510,2022-05-10,10,5,2,2022,Mardi,0,Printemps
20220511,2022-05-11,11,5,2,2022,Mercredi,0,Printemps
20220512,12/05/2022,12,5,2,2022,Jeudi,0,Printemps
20220513,2022-05-13,13,5,2,2022,Vendredi,0,Printemps
20220514,2022-05-14,14,5,2,2022,Samedi,1,Printemps
20220515,2022-05-15,15,5,2,2022,Dimanche,1,Printemps
20220516,2022-05-16,16,5,2,2022,Lundi,0,Printemps
20220517,2022-05-17,17,5,2,2022,Mardi,0,Printemps
20220518,2022-05-18,18,5,2,2022,Mercredi,0,Printemps
20220519,2022-05-19,19,5,2,2022,Jeudi,0,Printemps
20220520,2022-05-20,20,5,2,2022,Vendredi,0,Printemps
20220521,21/05/2022,21,5,2,2022,Samedi,1,Printemps
20220522,2022-05-22,22,5,2,2022,Dimanche,1,Printemps
20220523,2022-05-23,23,5,2,2022,Lundi,0,Printemps
20220524,2022-05-24,24,5,2,2022,Mardi,0,Printemps
20220525,2022-05-25,25,5,2,2022,Mercredi,0,Printemps
20220526,2022-05-26,26,5,2,2022,Jeudi,0,Printemps
20220527,2022-05-27,27,5,2,2022,Vendredi,0,Printemps
20220528,2022-05-28,28,5,2,2022,Samedi,1,Printemps
20220529,2022-05-29,29,5,2,2022,Dimanche,1,Printemps
20220530,2022-05-30,30,5,2,2022,Lundi,0,Printemps
20220531,2022-05-31,31,5,2,2022,Mardi,0,Printemps
20220601,2022-06-01,1,6,2,2022,Mercredi,0,Été
20220602,2022-06-02,2,6,2,2022,Jeudi,0,Été
20220603,2022-06-03,3,6,2,2022,Vendredi,0,Été
20220604,2022-06-04,4,6,2,2022,Samedi,1,Été
20220605,2022-06-05,5,6,2,2022,Dimanche,1,Été
20220606,2022-06-06,6,6,2,2022,Lundi,0,Été
20220607,2022-06-07,7,6,2,2022,Mardi,0,Été
20220608,2022-06-08,8,6,2,2022,Mercredi,0,Été
20220609,2022-06-09,9,6,2,2022,Jeudi,0,Été
20220610,2022-06-10,10,6,2,2022,Vendredi,0,Été
20220611,2022-06-11,11,6,2,2022,Samedi,1,Été
20220612,2022-06-12,12,6,2,2022,Dimanche,1,Été
20220613,2022-06-13,13,6,2,2022,Lundi,0,Été
20220614,2022-06-14,14,6,2,2022,Mardi,0,Été
20220615,2022-06-15,15,6,2,2022,Mercredi,0,Été
20220616,2022-06-16,16,6,2,2022,Jeudi,0,Été
20220617,2022-06-17,17,6,2,2022,Vendredi,0,Été
20220618,2022-06-18,18,6,2,2022,Samedi,1,Été
20220619,2022-06-19,19,6,2,2022,Dimanche,1,Été
20220620,2022-06-20,20,6,2,2022,Lundi,0,Été
20220621,2022-06-21,21,6,2,2022,Mardi,0,Été
20220622,2022-06-22,22,6,2,2022,Mercredi,0,Été
20220623,2022-06-23,23,6,2,2022,Jeudi,0,Été
20220624,2022-06-24,24,6,2,2022,Vendredi,0,Été
20220625,2022-06-25,25,6,2,2022,Samedi,1,Été
20220626,2022-06-26,26,6,2,2022,Dimanche,1,Été
20220627,2022-06-27,27,6,2,2022,Lundi,0,Été
20220628,2022-06-28,28,6,2,2022,Mardi,0,Été
20220629,2022-06-29,29,6,2,2022,Mercredi,0,Été
20220630,2022-06-30,30,6,2,2022,Jeudi,0,Été
20220701,2022-07-01,1,7,3,2022,Vendredi,0,Été
20220702,07-02-2022,2,7,3,2022,Samedi,1,Été
20220703,2022-07-03,3,7,3,2022,Dimanche,1,Été
20220704,2022-07-04,4,7,3,2022,Lundi,0,Été
20220705,05/07/2022,5,7,3,2022,Mardi,0,Été
20220706,2022-07-06,6,7,3,2022,Mercredi,0,Été
20220707,2022-07-07,7,7,3,2022,Jeudi,0,Été
20220708,2022-07-08,8,7,3,2022,Vendredi,0,Été
20220709,2022-07-09,9,7,3,2022,Samedi,1,Été
20220710,2022-07-10,10,7,3,2022,Dimanche,1,Été
20220711,2022-07-11,11,7,3,2022,Lundi,0,Été
20220712,2022-07-12,12,7,3,2022,Mardi,0,Été
20220713,2022-07-13,13,7,3,2022,Mercredi,0,Été
20220714,2022-07-14,14,7,3,2022,Jeudi,0,Été
20220715,2022-07-15,15,7,3,2022,Vendredi,0,Été
20220716,2022-07-16,16,7,3,2022,Samedi,1,Été
20220717,2022-07-17,17,7,3,2022,Dimanche,1,Été
20220718,2022-07-18,18,7,3,2022,Lundi,0,Été
20220719,2022-07-19,19,7,3,2022,Mardi,0,Été
20220720,2022-07-20,20,7,3,2022,Mercredi,0,Été
20220721,2022-07-21,21,7,3,2022,Jeudi,0,Été
20220722,2022-07-22,22,7,3,2022,Vendredi,0,Été
20220723,2022-07-23,23,7,3,2022,Samedi,1,Été
20220724,2022-07-24,24,7,3,2022,Dimanche,1,Été
20220725,2022-07-25,25,7,3,2022,Lundi,0,Été
20220726,2022-07-26,26,7,3,2022,Mardi,0,Été
20220727,2022-07-27,27,7,3,2022,Mercredi,0,Été
20220728,2022-07-28,28,7,3,2022,Jeudi,0,Été
20220729,2022-07-29,29,7,3,2022,Vendredi,0,Été
20220730,2022-07-30,30,7,3,2022,Samedi,1,Été
20220731,2022-07-31,31,7,3,2022,Dimanche,1,Été
20220801,2022-08-01,1,8,3,2022,Lundi,0,Été
20220802,2022-08-02,2,8,3,2022,Mardi,0,Été
20220803,2022-08-03,3,8,3,2022,Mercredi,0,Été
20220804,2022-08-04,4,8,3,2022,Jeudi,0,Été
20220805,2022-08-05,5,8,3,2022,Vendredi,0,Été
20220806,2022-08-06,6,8,3,2022,Samedi,1,Été
20220807,2022-08-07,7,8,3,2022,Dimanche,1,Été
20220808,2022-08-08,8,8,3,2022,Lundi,0,Été
20220809,09/08/2022,9,8,3,2022,Mardi,0,Été
20220810,2022-08-10,10,8,3,2022,Mercredi,0,Été
